[nParams]
13
[nSites]
1
[nPhases]
9
[times]
2021-02-28
2021-03-08
2021-03-16
2021-03-30
2021-04-10
2021-04-25
2021-05-10
2021-05-30
[constant]
0 1 1 1 1 1 0 0 1 1 0 1 0
[Estimated]
1

[params]
0.20120561 0.         0.         0.         0.         0.17256344 0.03035778 0.04517369 0.         0.04429408 0.01044977 0.00001426 0.02264638
0.18891685 0.         0.         0.         0.         0.17256344 0.02485303 0.0411014 0.         0.04429408 0.00942049 0.00001426 0.01918281
0.19200912 0.         0.         0.         0.         0.17256344 0.02724477 0.03646212 0.         0.04429408 0.00942598 0.00001426 0.02184046
0.16834474 0.         0.         0.         0.         0.17256344 0.03231135 0.04117467 0.         0.04429408 0.00941039 0.00001426 0.02118883
0.12976504 0.         0.         0.         0.         0.17256344 0.03696607 0.04010128 0.         0.04429408 0.00988957 0.00001426 0.01845555
0.15398446 0.         0.         0.         0.         0.17256344 0.03836388 0.05214162 0.         0.04429408 0.0087376  0.00001426 0.02518924
0.11627259 0.         0.         0.         0.         0.17256344 0.04250243 0.05142528 0.         0.04429408 0.00751257 0.00001426 0.02691051
0.06039323 0.         0.         0.         0.         0.17256344 0.04172786 0.06586718 0.         0.04429408 0.00682681 0.00001426 0.02768673
0.13056822 0.         0.         0.         0.         0.17256344 0.04619325 0.06916156 0.         0.04429408 0.00636026 0.00001426 0.03508539

[mask]
1 0 0 0 0 1 1 1 0 1 1 1 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1
1 0 0 0 0 0 1 1 0 0 1 0 1

[l_bounds]
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01
0.01 0.001 0.01 0.0001 0.001 0.01 0.02 0.03 0.03 0.025 0.0001 0.00001 0.01

[u_bounds]
0.3 0.5 0.4 0.004 0.5 0.3 0.3 0.5 0.5 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
0.3 0.5 0.4 0.004 0.5 0.2 0.2 0.2 0.2 0.2 0.2 0.8 0.25
