[nParams]
13
[nSites]
1
[nPhases]
13
[times]
2020-12-15
2020-12-25
2021-01-11
2021-01-21
2021-02-01
2021-02-16
2021-02-28
2021-03-08
2021-03-16
2021-03-30
2021-04-10
2021-04-25
[constant]
0 1 1 0 0 1 1 1 1 0 1 1 1
[Estimated]
1

[params]
0.19962668 0.         0.08092458 0.00202451 0.02406065 0.09935031 0.03288516 0.04421192 0.         0.18011582 0.00013594 0.         0.04999105
0.24403135 0.         0.08092458 0.00207479 0.02114553 0.09935031 0.03288516 0.04421192 0.         0.16041329 0.00013594 0.         0.04999105
0.20800787 0.         0.08092458 0.00259058 0.02266662 0.09935031 0.03288516 0.04421192 0.         0.15404424 0.00013594 0.         0.04999105
0.11617649 0.         0.08092458 0.00248334 0.0236433 0.09935031 0.03288516 0.04421192 0.         0.16870339 0.00013594 0.         0.04999105
0.2282661 0.         0.08092458 0.00236624 0.02166752 0.09935031 0.03288516 0.04421192 0.         0.15741445 0.00013594 0.         0.04999105
0.21477945 0.         0.08092458 0.00258255 0.02031024 0.09935031 0.03288516 0.04421192 0.         0.1372683 0.00013594 0.         0.04999105
0.28508409 0.         0.08092458 0.00294383 0.01964224 0.09935031 0.03288516 0.04421192 0.         0.10860702 0.00013594 0.         0.04999105
0.22634686 0.         0.08092458 0.004      0.02191676 0.09935031 0.03288516 0.04421192 0.         0.10054004 0.00013594 0.         0.04999105
0.21497191 0.         0.08092458 0.00391399 0.02062154 0.09935031 0.03288516 0.04421192 0.         0.09561545 0.00013594 0.         0.04999105
0.20030369 0.         0.08092458 0.00346414 0.02018672 0.09935031 0.03288516 0.04421192 0.         0.10086318 0.00013594 0.         0.04999105
0.19086789 0.         0.08092458 0.00281603 0.01899642 0.09935031 0.03288516 0.04421192 0.         0.10147923 0.00013594 0.         0.04999105
0.21928081 0.         0.08092458 0.00169368 0.01671285 0.09935031 0.03288516 0.04421192 0.         0.09016323 0.00013594 0.         0.04999105
0.22487454 0.         0.08092458 0.00160317 0.01510244 0.09935031 0.03288516 0.04421192 0.         0.08025109 0.00013594 0.         0.04999105

[mask]
1 0 1 1 1 1 1 1 0 1 1 0 1
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0
1 0 0 1 1 0 0 0 0 1 0 0 0

[l_bounds]
0.05 0.001 0.01 0.0001 0.001 0.05 0.02 0.03 0.03 0.01 0.00001 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001
0.05 0.001 0.01 0.0001 0.001 0.05 0.05 0.05 0.05 0.01 0 0.001 0.001

[u_bounds]
0.5 0.5 0.4 0.004 0.05 0.3 0.3 0.5 0.5 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
0.5 0.5 0.4 0.004 0.05 0.2 0.2 0.2 0.2 0.2 0.2 0.03 0.05
